query,instruction,context,predicted_label,confidence,reasoning
"Classify each of the following as ales or lagers: helles, IPA, doppelbock, gueuze, hefeweizen, Porter, stout ","Classify each of the following as ales or lagers: helles, IPA, doppelbock, gueuze, hefeweizen, Porter, stout",,1,1.0,"This query requires specific knowledge about beer styles and their classifications (ales vs. lagers), which is factual information best obtained from an external database or resource."
Why are dogs so good at smelling? ,Why are dogs so good at smelling?,,1,1.0,"This query requires specific biological information about canine olfactory systems, which is likely not part of a general language model's knowledge base and would necessitate external scientific data."
List five titles by Robert Jordan. ,List five titles by Robert Jordan.,,1,1.0,"This query requires retrieving specific information (book titles) associated with a particular author, which is best accomplished through external data sources like book databases."
"What are the similarities between buns, pizza, and taco? ","What are the similarities between buns, pizza, and taco?",,0,1.0,
What are some of the greatest rock bands of all time? ,What are some of the greatest rock bands of all time?,,1,1.0,
What are some common types of high heel shoes? ,What are some common types of high heel shoes?,,0,1.0,"This query asks for a general list of shoe types, which can likely be answered from a language model's general knowledge about fashion and footwear."
Tell me 5 best Tom Hanks movies of all time. ,Tell me 5 best Tom Hanks movies of all time.,,1,1.0,"This query requires subjective judgment and access to a database of Tom Hanks movies and their ratings or popularity to determine the ""best"" ones."
"In the series A Song of Ice and Fire, who is the founder of House Beesbury? ","In the series A Song of Ice and Fire, who is the founder of House Beesbury?",,1,1.0,
"Given the reference text about The Sun Also Rises, when was the book written and who wrote it? The Sun Also Rises is a 1926 novel by American writer Ernest Hemingway, his first, that portrays American and British expatriates who travel from Paris to the Festival of San Fermín in Pamplona to watch the running of the bulls and the bullfights. An early modernist novel, it received mixed reviews upon publication. Hemingway biographer Jeffrey Meyers writes that it is now ""recognized as Hemingway's greatest work"" and Hemingway scholar Linda Wagner-Martin calls it his most important novel. The novel was published in the United States in October 1926 by Scribner's. A year later, Jonathan Cape published the novel in London under the title Fiesta. It remains in print.

The novel is a roman à clef: the characters are based on people in Hemingway's circle and the action is based on events, particularly Hemingway's life in Paris in the 1920s and a trip to Spain in 1925 for the Pamplona festival and fishing in the Pyrenees. Hemingway presents his notion that the ""Lost Generation""—considered to have been decadent, dissolute and irretrievably damaged by World War I—was in fact resilient and strong. Hemingway investigates the themes of love and death, the revivifying power of nature and the concept of masculinity. His spare writing style, combined with his restrained use of description to convey characterizations and action, demonstrates his ""Iceberg Theory"" of writing.","Given the reference text about The Sun Also Rises, when was the book written and who wrote it?","The Sun Also Rises is a 1926 novel by American writer Ernest Hemingway, his first, that portrays American and British expatriates who travel from Paris to the Festival of San Fermín in Pamplona to watch the running of the bulls and the bullfights. An early modernist novel, it received mixed reviews upon publication. Hemingway biographer Jeffrey Meyers writes that it is now ""recognized as Hemingway's greatest work"" and Hemingway scholar Linda Wagner-Martin calls it his most important novel. The novel was published in the United States in October 1926 by Scribner's. A year later, Jonathan Cape published the novel in London under the title Fiesta. It remains in print.

The novel is a roman à clef: the characters are based on people in Hemingway's circle and the action is based on events, particularly Hemingway's life in Paris in the 1920s and a trip to Spain in 1925 for the Pamplona festival and fishing in the Pyrenees. Hemingway presents his notion that the ""Lost Generation""—considered to have been decadent, dissolute and irretrievably damaged by World War I—was in fact resilient and strong. Hemingway investigates the themes of love and death, the revivifying power of nature and the concept of masculinity. His spare writing style, combined with his restrained use of description to convey characterizations and action, demonstrates his ""Iceberg Theory"" of writing.",0,1.0,The query asks for information directly stated in the provided text: the year the book was written (1926) and the author (Ernest Hemingway).
How is the climate in Chicago IL ,How is the climate in Chicago IL,,1,1.0,"This query requires specific real-time weather data for a particular location, which is best obtained from a weather API or external source."
What are considered some of the hippest cities in the United States? ,What are considered some of the hippest cities in the United States?,,1,1.0,
Are there any eco-friendly alternatives to cremation? ,Are there any eco-friendly alternatives to cremation?,,1,1.0,"This query seeks specific information about alternative funeral practices, which likely requires knowledge of various eco-friendly options and their details, making external retrieval necessary."
