query,instruction,predicted_label,confidence,reasoning,think
What is the difference between Refractory Chronic Migraines and Transformed Migraines? With CM do I need a headache specialist for general nuero?,What is the difference between Refractory Chronic Migraines and Transformed Migraines? With CM do I need a headache specialist for general nuero?,1,1.0,"This query seeks detailed medical information about specific migraine types and professional advice, which necessitates external retrieval for accurate answers.",
What is the procedure involved with open heart surgery?,What is the procedure involved with open heart surgery?,1,1.0,"The query requires detailed medical knowledge about the specific procedures involved in open heart surgery, which necessitates external factual data for an accurate and comprehensive response.",
What is the reason for fluid coming out right after intercourse?,What is the reason for fluid coming out right after intercourse?,1,1.0,"This question pertains to a specific medical symptom that likely necessitates accurate, up-to-date medical information, making external retrieval necessary.",
What makes a dentist different from an oral surgeon?,What makes a dentist different from an oral surgeon?,0,1.0,"The distinction between dentists and oral surgeons is a well-known fact within medical knowledge, making it possible to answer without external data.",
What might cause a lot of pain in the fleshy part of my hand below the thumb?,What might cause a lot of pain in the fleshy part of my hand below the thumb?,1,1.0,"This query asks about potential causes of pain in a specific anatomical location, which is a medical question requiring detailed or specialized information. Retrieval of external data may be necessary for accurate and comprehensive answers.",
What muscles contribute to lower back pain?,What muscles contribute to lower back pain?,1,1.0,"This question requires detailed anatomical information about muscles related to lower back pain, which typically necessitates external medical data for accuracy.",
What quantity of lortab 10mg equal 15mg oxycodone?,What quantity of lortab 10mg equal 15mg oxycodone?,1,1.0,"This query asks for a specific medical conversion between two different pain medications, which requires precise pharmacological information and dosage equivalency calculations typically found in medical references.",
What questions should I be asking when looking for a pain management doctor for my 85-year-old father who has severe back pain? (history of surgeries),What questions should I be asking when looking for a pain management doctor for my 85-year-old father who has severe back pain? (history of surgeries),1,1.0,"The query seeks specialized medical advice tailored to an individual's health situation, requiring access to expert guidelines or detailed medical knowledge, which necessitates external retrieval.",
What to do about depression of seeing spirits and just being upset overall?,What to do about depression of seeing spirits and just being upset overall?,0,1.0,"The query asks for advice on dealing with depression and upset feelings, which can be addressed through general mental health strategies known by the model.",
When do i ovulate if my last period was last month on the 28th and i have a 31 day cycle ?,When do i ovulate if my last period was last month on the 28th and i have a 31 day cycle ?,0,1.0,"This query involves calculating ovulation timing using basic knowledge of menstrual cycles, which can be answered without external retrieval.",
Where can I find a good natural gout treatment?,Where can I find a good natural gout treatment?,1,1.0,"This query seeks specific medical advice about natural treatments for gout, which requires detailed and up-to-date information that is best retrieved from external medical resources.",
